FILE_ID	SOURCE	TARGET
2017-002454-36	El melanoma resistente es un tumor maligno de los melanocitos que se origina principalmente en la piel	El melanoma resistente es in tipo de cancer que se encuentra principalmente en la piel, el cual no responde a los tratamientos disponibles
2016-002048-18	EL POST-OPERATORIO DE LA CIRUGIA UNGUEAL CON TÉCNICA DE FENOL AL 88% EN SUJETOS CON ONICOCRIPTOSIS EN AMBOS PRIMEROS DEDOS DEL PIE CURADOS CON POMADA DE NITROFURAZONA O CON COAGULO DE PLASMA RICO EN PLAQUETAS, LEUCOCITOS Y FIBRINA	EL PROCESO POST-OPERATORIO DE LA CIRUGIA DE LA UÑA ENCARNADA DE LOS DOS DEDOS GORDOS DEL PIE CURADOS CON UNA POMADA ANTIBIÓTICA Y UN PRODUCTO DE LA SANGRE EN FORMA DE COAGULO
2018-002510-13	El transplante hepático es una situación especial de riesgo de sangrado agudo y grave determinado por la complejidad del procedimiento quirúrgico y por la alteración de la hemostasia y de factores de la coagulación, en especial del fibrinógeno, presentes en el paciente afecto de una hepatopatía terminal	El trasplante hepático es susceptible al sangrado agudo y grave ya que se trata de una cirugía compleja y los pacientes con enfermedad hepática terminal tienen alteración de la coagulación
2019-000266-37	Embolismo pulmonar agudo sintomático	Embolia de pulmón
2014-004517-84	En mujeres postmenopáusicas con cáncer de mama y receptores hormonales positivos, el tratamiento con inhibidores de la aromatasa es la terapia más eficaz pero produce efectos secundarios; sequedad y atrofia vaginal. El estudio explorará la seguridad del gel vaginal de estriol 0,005% en el contexto oncológico, para demostrar que es un tratamiento seguro para la atrofia vaginal causada por IAS, sin disminución significativa de gonadotropinas o aumento en los niveles sistémicos de estrógenos 	Mujeres postmenopáusicas con cáncer de mama se tratan con inhibidores de aromatasa, pero tienen efectos secundarios vaginales que podría tratarse de manera segura con el gel vaginal de estriol 0,005% 
2016-004352-30	En nuestro estudio desarrollamos un nuevo modelo terapéutico, caracterizado por la aplicación de quimioterapia intraabdominal hipertérmica con Gemcitabina, con el fin de eliminar de forma locorregional las células madre tumorales y mejorar el pronóstico de la enfermedad neoplásica pancreática	Aplicamos quimioterapia intraabdominal hipertérmica para eliminar a las células madre tumorales, resistentes a los fármacos quimioterápicos y mejorar el prónostico del cáncer de páncreas.
2017-000244-18	Endometriosis	Endometriosis es una enfermedad en mujeres jóvenes (antes de la menopausia); las mujeres sufren dolor en el área pélvica/abdominal baja y presentan dificultades para quedarse embarazadas
2014-004806-14	Enfermedad aguda del injerto contra el huésped (EICHa)	La enfermedad del injerto contra el húesped es una complicación del trasplante de médula ósea en la que la células inmunes trasplantadas reconocen y atacan antígenos de los órganos del receptor
2014-001661-27	Enfermedad arterial coronaria	Estrechamiento de las arterias coronarias que puede causar falta de aporte de oxígeno al corazón produciendo dolor torácico e infarto
2021-002006-27	enfermedad cardiovascular aterosclerótica (ECVA)	Problemas circulatorios (como ataques cardíacos y accidentes cerebrovasculares) causados por estrechamiento de los vasos que suministran sangre al cerebro, corazón y otros órganos
2020-000649-16	Enfermedad celíaca	La enfermedad celíaca se da en personas genéticamente predispuestas en las que la ingestión de gluten les provoca daño en su intestino delgado
2018-001303-36	Enfermedad Crónica Renal	Enfermedad renal de larga duración
2020-000766-42	Enfermedad de Alzheimer	La enfermedad de Alzheimer es una enfermedad progresiva que comienza con una leve pérdida de memoria que puede conducir a pérdida de capacidad de mantener una conversación y responder al medio ambiente
2018-002277-22	Enfermedad de Alzheimer	La Enfermedad de Alzheimer (EA) es una condición neurodegenerativa que representa la causa más común de deterioro cognitivo y demencia en el mundo
2017-003852-21	Enfermedad de Alzheimer	La enfermedad de Alzheimer (AD) es una enfermedad neurodegenerativa asociada con el envejecimiento. Los pacientes sufren de déficit de cognición, pérdida de memoria y problemas de comportamiento
2017-002702-12	Enfermedad de Alzheimer (EA)	La enfermedad de alzheimer es una enfermedad crónica degenerativa que da como resultado perdida de memoria y deficiencias en otras funciones mentales importantes
2015-002134-49	Enfermedad de Alzheimer (EA) prodrómica	Enfermedad de Alzheimer temprana
2020-005366-34	Enfermedad de Coronavirus 2019 (Covid-19)	Covid-19 es una infección del tracto respiratorio causado por un nuevo tipo de coronavirus.
2020-004775-40	Enfermedad de Crohn	La enfermedad de Crohn es una forma de enfermedad inflamatoria intestinal.
2018-004346-42	Enfermedad de Crohn	La enfermedad de Crohn es una enfermedad que produce la inflamación de los intestinos y puede desarrollar úlceras
2018-002629-51	Enfermedad de Crohn	Enfermedad inflamatoria crónica intestinal que afecta al revestimiento del tracto digestivo
2019-001866-14	Enfermedad de Crohn activa de moderada a grave	La Enfermedad de Crohn es una enfermedad que afecta al tracto digestivo debido a la inflamación y puede producir úlceras y /o estenosis
2020-004301-31	Enfermedad de Crohn activa de moderada a grave (EC)	La enfermedad de Crohn es una enfermedad que causa inflamación del sistema digestivo.
2018-002210-12	Enfermedad de Fabry	La enfermedad de Fabry es una enfermedad rara y hereditaria causada por un defecto genético que causa acumulación de sustancias grasas. Los síntomas incluyen dolor de estómago y daño a órganos vitales 
2015-001578-17	Enfermedad de Gaucher	La enfermedad de Gaucher es causada por el deficit de una enzima. Debido a ello, sustancias grasas se acumulan en las células del cuerpo, especialmente en el hígado, el bazo y la médula ósea
2014-000418-75	Enfermedad de Huntington (EH)	Enfermedad de Huntington es una alteración hereditaria que causa la degeneración de las neuronas del cerebro y afecta a la coordinación muscular y leva a un deterioro cognitivo y emocional
2018-001464-35	Enfermedad de Meniere	La enfermedad de meniere es una enfermedad del oído interno. Los síntomas son vértigo, tinnitus (zumbido en los oidos o sensación de taponamiento) y pérdida de audición
2017-002780-17	Enfermedad de Parkinson	La enfermedad de Parkinson (EP) es un trastorno degenerativo a largo plazo del sistema nervioso central que afecta principalmente al sistema motor
2017-000135-14	Enfermedad de Parkinson	Una enfermedad progresiva del sistema nervioso caracterizada por temblor, rigidez muscular y movimiento lento e impreciso
2015-005626-19	enfermedad de Parkinson con fluctuaciones de la respuesta motriz (fenómeno OFF)	enfermedad de Parkinson con periodos prolongados de inmovilidad o bloqueo
2020-004997-23	Enfermedad de Parkinson incipiente	Parkinson es trastorno cerebral que provoca temblores, rigidez y dificultad para caminar, mantener el equilibrio y la coordinación.
2018-003337-15	Enfermedad de Parkinson incipiente	Una enfermedad progresiva del sistema nervioso caracterizada por temblor, rigidez muscular y movimiento lento e impreciso.
2014-004239-37	Enfermedad de Peyronie	La enfermedad de Peyronie es un trastorno localizado que afecta a la capa de tejido del pene lo que provoca una curvatura característica que es más evidente durante la erección
2018-003453-16	enfermedad de von Willebrand grave	trastorno hemorrágico severo (enfermedad de von Willebrand) 
2019-004290-84	Enfermedad del Alzheimer	La Enfermedad de Alzheimer (EA) es una condición neurodegenerativa que representa la causa más común de deterioro cognitivo y demencia en el mundo
2019-000376-41	Enfermedad fúngica invasiva en el paciente hematológico	Enfermedades infecciosas por hongos, en pacientes con enfermedades de la sangre
2016-003097-41	Enfermedad hemato-oncológica	Cáncer hematológico
2013-003207-19	Enfermedad hepática poliquística (EHP)	Quistes en el hígado como consecuencia de la enfermedad poliquística del hígado
2018-002141-11	Enfermedad injerto contra huésped aguda gastrointestinal (EICH)	La enfermedad injerto contra huésped aguda gastrointestinal (EICH) es una complicación médica subsecuente al trasplante de tejido de una persona geneticamente diferente
2015-001298-42	Enfermedad metastásica irresecable (GIST)	tumor del estroma gastrointestinal (GIST, un cáncer del estómago y del intestino) que se ha diseminado y que no puede ser extirpado quirúrgicamente
2019-000668-27	Enfermedad perianal (EPA): alteración asociada a la enfermedad inflamatoria intestinal (EII) que engloba desde fisuras, a úlceras, fístulas o abscesos, y constituye uno de los aspectos más difíciles de tratar de la EII	La enfermedad perianal consiste en anomalías en la zona del ano y el recto (como fisuras, fístulas, abscesos) que pueden provocan complicaciones (dolor, incontiencia a gases o heces)
2017-003538-10	Enfermedad por crioaglutininas primaria	Enfermedad autoinmune que ataca los glóbulos rojos (anemia hemolítica)
2021-003221-30	Enfermedad por VSR	enfermedad viral respiratoria
2016-002744-17	Enfermedad pulmonar intersticial fibrosante (EPI) de origen desconocido	Enfermedad pulmonar intersticial es un grupo de enfermedades pulmonares que afectan el intersticio (el tejido y el espacio alrededor de los sacos de aire de los pulmones)
2021-002045-15	Enfermedad pulmonar obstructiva crónica (EPOC)	EPOC es una enfermedad pulmonar crónica causa un aumento de la obstrucción del flujo de aire en pulmones,que ocasiona dificultad para respirar y tos y, en algunas personas, exacerbaciones de la enferm.
2018-001540-56	Enfermedad Pulmonar Obstructiva Crónica (EPOC)	Inflamación crónica en las vías respiratorias y el pulmón
2018-004267-32	Enfermedad pulmonar obstructiva crónica con eosinofilia	Enfermedad pulmonar obstructiva crónica (EPOC) y altos niveles en la sangre y esputo de un tipo de celula llamada eosinófilo
2016-003896-24	Enfermedad renal cronica (ERC)	Enfermedad Renal: Pérdida gradual de la función renal que conduce a una filtración insuficiente de residuos y pérdida excesiva de fluidos en sangre 
2021-001911-96	Enfermedad renal crónica (ERC) con hiperpotasemia o riesgo de hiperpotasemia	Enfermedad renal crónica (ERC) con nivel elevado de potasio en sangre o con riesgo de nivel elevado de potasio en sangre.
2013-001394-25	Enfermedad renal crónica e hipertensión arterial con proteinuria	Enfermedad renal crónica e hipertensión arterial con niveles altos de proteínas en orina
2021-000421-27	Enfermedad renal crónica no diabética	Enfermedad renal crónica no diabética, una enfermedad renal de larga duración que no es causada por la diabetes
2017-004641-25	Enfermedad Renal Crónica Proteinúrica	Deterioro de la función renal con aumento de la proteinuria en orina
2021-003157-27	Microangiopatía trombótica asociada con un trasplante (MT-AT)	Enfermedades inflamatorias y trombóticas del sistema de vasos sanguíneos diminutos.
2020-000484-23	ENFERMEDADES RENALES CON AFECTACIÓN GLOMERULAR PRIMARIA (glomerulonefritis membranosa, glomerulonefritis por cambios mínimos, vasculitis, glomerulosclerosis focal y segmentaria)	Enfermedades renales que afectan a los glomerulos y están relacionadas con alteraciones del sistema inmune
2018-000522-55	Ensayo abierto de fase 1b con Lenvatinib más Pembrolizumab en sujetos con carcinoma hepatocelular	Ensayo clínico para investigar Lenvatinib en combinación con Pembrolizumab en pacientes con cáncer de hígado
2013-005456-15	Ensayo abierto fase II de pazopanib administrado como agente único en pacientes con tumor fibroso solitario (TFS) y condrosarcoma mixoide extraesquelético (CME) irresecables o metastáticos	Ensayo fase II de medicamento pazopanib dado a pacientes con tumor fibroso solitario (TFS) y condrosarcoma mixoide extraesquelético (CME) que no pueden ser extirpados con cirugía o que tienen metástasis
2012-002633-11	ENSAYO ABIERTO, ALEATORIZADO, ADAPTATIVO, DE DOS GRUPOS Y MULTICÉNTRICO PARA EVALUAR LA FARMACOCINÉTICA Y LA FARMACODINÁMICA DE DOS DOSIS DE OSELTAMIVIR (TAMIFLU®) EN EL TRATAMIENTO DE LA GRIPE EN MENORES INMUNOCOMPROMETIDOS, DE 2 SEMANAS A MENOS DE 13 AÑOS DE EDAD, CON INFECCIÓN DE GRIPE CONFIRMADA	Estudio en niños con inmunidad debilitada e infección por influenza (gripe) para entender cómo el medicamento en estudio (Tamiflu) puede mejorar la recuperación de la influenza (gripe)
2016-000936-17	Ensayo aleatorizado de dosis única en pauta ascendente, controlado con placebo y con doble enmascaramiento para evaluar la seguridad, la tolerabilidad y la farmacocinética del GWP42003-P junto con la hipotermia terapéutica en recién nacidos con encefalopatía hipóxico-isquémica moderada o grave	Un ensayo aleatorizado para evaluar la seguridad, la tolerabilidad y la farmacocinética de GWP42003-P junto con hipotermia terapéutica en neonatos con asfixia de moderada a grave en el momento de nacer
2016-002749-42	Ensayo aleatorizado y doble ciego de fase IIIb para evaluar la seguridad y la eficacia de 2 regímenes de tratamiento con Aztreonam 75 mg polvo y disolvente para solución para inhalación por nebulizador / Aztreonam solución para inhalación (AZLI) en pacientes pediátricos con fibrosis quística (FQ) e infección/colonización de las vías respiratorias por Pseudomonas aeruginosa (PA) de nueva aparición	Estudio con aztreonam para inhalación en niños con fibrosis quística e infección nueva de las vías respiratorias por la bacteria Pseudomonas aeruginosa
2017-002472-30	Ensayo aleatorizado, doble ciego y controlado con placebo para evaluar el efecto de 300 mg de inclisirán sódico administrado en inyecciones subcutáneas a sujetos con hipercolesterolemia familiar heterocigótica (HFHe) y elevado colesterol de las lipoproteínas de baja densidad (C-LDL)	Ensayo clínico para estudiar los efectos de 300 mg de inclisirán sódico administrado en inyecciones subcutáneas a pacientes con un desorden hereditario, conocido como hipercolesterolemia familiar heterocigótica, que causa niveles altos en sangre de colesterol (C-LDL)
2014-003961-49	Ensayo aleatorizado, doble ciego, controlado con placebo para evaluar la eficacia y seguridad del spray intranasal de midazolam (USL261) en el tratamiento de series de crisis en la Unidad de Monitorización de Epilepsia (UME)	Ensayo Clínico para evaluar la eficacia, seguridad y tolerabilidad del spray intranasal de Midazolam comparado con placebo administrado por la nariz (intranasal) en el tratamiento de series de crisis en un centro que monitoriza la epilepsia
2016-002971-91	Ensayo aleatorizado, doble enmascarado, controlado con placebo y de carácter exploratorio para evaluar la seguridad, tolerabilidad, farmacodinámica y farmacocinética de BI 1467335 administrado por vía oral durante 12 semanas con un periodo de seguimiento de 12 semanas en pacientes con retinopatía díabética no proliferativa sin edema macular diabético de predominio central	Un ensayo que prueba BI 1467335 en pacientes con enfermedad ocular diabética (retinopatía diabética). Investiga la forma en la que BI 1467335 se absorbe, qué efectos tiene y si se tolera de forma adecuada
2014-001285-10	Ensayo clínico abierto y multicéntrico de nivolumab (BMS-936558) en monoterapia en sujetos con cáncer de pulmón no microcítico (CPNM) epidermoide avanzado o metastásico que han recibido al menos dos líneas de tratamiento sistémico previas para el tratamiento del CPNM epidermoide en estadio IIIb/IV	Ensayo Clínico a realizarse en diversos hospitales y diferentes países con el producto medicinal Nivolumab en monoterapia en pacientes con cáncer de pulmón no microcítico (CPNM) que hayan recibido previamente tratamientos contra el cáncer
2012-003416-31	ENSAYO CLÍNICO ABIERTO, ALEATORIZADO Y MULTICÉNTRICO COMPARANDO TRES SESIONES DE TERAPIA FOTODINÁMICA CON METIL-AMINOLEVULINATO 16% (METVIX®) FRENTE A PLACEBO EN EL TRATAMIENTO DE LA ONICOMICOSIS	Ensayo clínico abierto, aleatorizado y multicéntrico para averiguar si la terapia fotodinámica con metil-aminolevulinato 16% (Metvix®) en el tratamiento de las infecciones fúngicas de las uñas
2014-002004-24	Ensayo clínico abierto, factorial de 2x2, aleatorizado y controlado para evaluar la seguridad de apixaban frente a un antagonista de la vitamina K y ácido acetilsalicílico y frente a placebo del ácido acetilsalicílico en pacientes con fibrilación auricular y síndrome coronario agudo o intervención coronaria percutánea	Ensayo clínico no ciego (abierto) aleatorizado para evaluar seguridad de Apixaban (Eliquis® = anticoagulante oral BMS) vs. Coumadin [= antagonistas de vitamina K (AVK)] y Aspirina ciego vs. placebo Aspirina en pacientes con fibrilación auricular (no relacionado con problema en válvulas corazón o FA no valvular = FANV) y ataques al corazón (SCA = síndrome coronario agudo) con colocación stent coronario (ICP = intervención coronaria percutánea) o después de una ICP opcional para dolor de pecho.
2018-002620-17	Ensayo clínico aleatorio de fase 3/4 de Andexanet Alfa [Andexanet Alfa inyectable] en hemorragia intracraneal aguda en pacientes que reciben un inhibidor del factor Xa oral	Ensayo clínico de fase 3/4 para estudiar el efecto de andexanet alfa comparado con la asistencia convencional para detener el sangrado grave / potencialmente mortal en pacientes con sangrado dentro del cráneo
2015-001005-13	Ensayo clínico aleatorizado abierto que compara dos pautas de ferroterapia endovenosa en el postoperatorio de cirugía neoplásica colorectal	Ensayo clínico aleatorizado abierto que compara dos pautas de tratamiento con hierro endovenoso después de una de cirugía por cáncer de colon
2011-005843-28	ENSAYO CLÍNICO ALEATORIZADO ABIERTO, MULTICÉNTRICO, DE FASE II PARA EVALUAR LA EFICACIA DE UN ESQUEMA DE QUIMIOTERAPIA NEOADYUVANTE INDIVIDUALIZADA SEGÚN LOS NIVELES DE BRCA1 Y ERCC1 EN CÁNCER DE MAMA PRIMARIO HER-2 NEGATIVO	ESTUDIO EXPERIMENTAL EN SERES HUMANOS PARA EVALUAR LA EFICACIA DE UN ESQUEMA DE QUIMIOTERAPIA PRE-CIRUGÍA PERSONALIZADO SEGÚN LOS NIVELES DE BIOMARCADORES TUMORALES EN CIERTOS TIPOS DE CANCER DE MAMA TEMPRANO
2016-002029-12	Ensayo clínico aleatorizado Fase II de terapia combinada de osimertinib y bevacizumab frente al uso de osimertinib en monoterapia como tratamiento de segunda línea en pacientes con cáncer de pulmón no microcítico estadío IIIb-IVb con EGFRm y T790M confirmadas	Un estudio de investigación para comparar el tratamiento combinado de osimertinib y bevacizumab con tratamiento con osimertinib solo en pacientes con cáncer de pulmón que ha progresado o se ha diseminado a otras partes del cuerpo (metastásico) y confirmó mutaciones genéticas específicas (cambios) en el receptor del factor de crecimiento epitelial (EGFR)
2015-004482-88	Ensayo clínico aleatorizado para comparar la seguridad y efectividad de metamizol, ibuprofeno y tramadol añadidos a una pauta fija de paracetamol, en el tratamiento de dolor post-quirúrgico después de una intervención por fractura del tercio proximal de fémur en pacientes de ≥ 80 años ingresados en la Unidad de Convalecencia	Ensayo clínico aleatorizado para comparar la seguridad y efectividad de metamizol, ibuprofeno y tramadol combinados con paracetamol, en el tratamiento de dolor después de una intervención quirúrgica por fractura del fémur en pacientes de >= 80 años ingresados en la Unidad de Convalecencia
2019-000266-37	Ensayo clínico aleatorizado para evaluar la eficacia y seguridad clínicas del tratamiento con oxígeno suplementario en pacientes con tromboembolia de pulmón (TEP) de riesgo intermedio	Estudio para evaluar el uso de oxígeno suplementario en pacientes con embolia de pulmón aguda sintomática
2014-003123-22	Ensayo clínico aleatorizado, con dos grupos paralelos, doble ciego y controlado con placebo para investigar si la administración de CBG000592 (riboflavina/vitamina B2) en pacientes con ictus isquémico agudo provoca una reducción de excitoxicidad mediada por glutamato	Estudio para comprobar si la riboflavina reduce el daño neuronal en pacientes con ictus isquémico agudo
2013-002228-18	Ensayo clínico aleatorizado, con grupo control, de seguimiento en paralelo acerca de la eficacia de la información farmacogenética obtenida con NEUROFARMAGEN en el tratamiento de pacientes con trastornos mentales	Ensayo clínico para evaluar si la información genetica obtenida con el análisis NEUROFARMAGEN es eficaz para la selección del tratamiento en los pacientes con trastornos mentales
2016-002681-31	Ensayo clínico aleatorizado, controlado con comparador activo, multicéntrico, abierto para el tratamiento y ciego para el observador para las dosis de BAY1213790, para evaluar la seguridad y la eficacia de diferentes dosis de BAY1213790 en la prevención del tromboembolismo venoso en pacientes sometidos a una artroplastia de reemplazo total de rodilla	Ensayo clínico para investigar diferentes dosis de BAY 1213790 en la prevención de formación de trombos sanguíneos en pacientes sometidos a una artroplastia de reemplazo total de rodilla
2018-004530-14	Ensayo clínico aleatorizado, doble ciego, controlado con placebo para evaluar la exposición sistémica y seguridad de diferentes dosis de nintedanib oral añadido al tratamiento estándar durante 24 semanas, seguido de un tratamiento abierto con nintedanib de duración variable, en niños y adolescentes (6 a 17 años de edad) con Enfermedad Pulmonar Intersticial fibrosante clínicamente significativa	Estudio para averiguar cómo se absorbe nintedanib en el cuerpo y si es bien tolerado en niños y adolescentes con enfermedad pulmonar intersticial (EPI)
2021-003331-28	Ensayo clínico aleatorizado, doble ciego, controlado con placebo, para evaluar la eficacia y seguridad de la vacuna COMIRNATY (vacuna COVID-19 ARNm, Pfizer-BioNTech) en personas con COVID persistente 	El objetivo del estudio es analizar si la administración de una vacuna contra la infección COVID19 puede hacer disminuir los síntomas de COVID persistente.
2014-005318-50	ENSAYO CLÍNICO ALEATORIZADO, EN DOBLE CIEGO, CONTROLADO CON PLACEBO Y DE GRUPOS PARALELOS, PARA EVALUAR EL EFECTO DE LA ADMINISTRACIÓN REPETIDA DE UNA COMBINACIÓN DE BROMURO DE ACLIDINIO/FORMOTEROL FUMARATO A DOSIS FIJAS SOBRE LA HIPERINSUFLACIÓN PULMONAR, LA CAPACIDAD DE EJERCICIO Y LA ACTIVIDAD FÍSICA EN PACIENTES CON ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA (EPOC) DE GRADO MODERADO A SEVERO	Ensayo clínico para evaluar los beneficios de bromuro de aclidinio/formoterol fumarato (tratamiento activo) comparado con placebo (comparador) en volúmenes pulmonares, capacidad de ejercicio y actividad física tras 8 semanas de tratamiento en pacientes sintomáticos con enfermedad pulmonar obstructiva crónica (EPOC). El estudio es aleatorizado (igual probabilidad de recibir tratamiento activo y comparador) y doble ciego (ni los pacientes ni el doctor del estudio sabrán el tratamiento recibido) 
2020-002312-43	Ensayo clínico aleatorizado, FASE III, abierto, para evaluar la eficacia de la administración de colecalciferol a altas dosis por vía oral junto a tratamiento estándar en pacientes con neumonía por COVID-19	Ensayo clínico aleatorizado, abierto, para evaluar la eficacia de la administrar dosis altas de vitamina D en pacientes con neumonía por COVID-19
2013-005135-24	Ensayo Clinico cruzado en población deportiva segun polimorfismo UGT2B17. Impacto en el perfil esteroideo tras administración exógena de esteroides	Impacto del consumo de testoterona en el perfil esteroideo de la población deportiva
2019-002365-35	Ensayo clínico de fase 2 de determinación de dosis, multicéntrico, aleatorizado, controlado con tratamiento activo, doble ciego, con doble enmascaramiento y grupos paralelos, para comparar la seguridad del inhibidor oral de FXIa BAY 2433334 con apixaban en pacientes con fibrilación auricular	Estudio para recopilar información sobre la dosis adecuada del inhibidor oral de FXIa BAY 2433334 y comparar la seguridad del fármaco del estudio con apixaban, un anticoagulante oral no dependiente de vitamina K (NACO) en pacientes con latidos cardíacos irregulares (fibrilación auricular)
2016-001643-39	Ensayo clínico de Fase 2, multicéntrico, aleatorizado, en doble ciego y controlado con placebo, de gilteritinib (ASP2215), un inhibidor de FLT3, administrado como tratamiento de mantenimiento tras el tratamiento de inducción/consolidación en sujetos con leucemia mieloide aguda con FLT3/ITD en primera remisión completa	Efectividad y seguridad de gilteritinib (ASP2215) administrado como medicamento único en comparación con placebo como tratamiento de mantenimiento (mantener la respuesta alcanzada durante el primer ciclo de tratamiento) en pacientes con leucemia mieloide aguda que están en primera remisión completa (sin células residuales en tu medula ósea) con mutaciones en el gen FLT3
2018-000444-26	Ensayo clínico de fase I/IIa de BI-1206, un anticuerpo monoclonal contra CD32b (Fc γ RIIB), en combinación con rituximab en personas con linfoma no hodgkiniano de linfocitos B de escasa malignidad que ha recidivado o es resistente al rituximab	Un ensayo clínico en fase temprana para probar un nuevo anticuerpo (BI-1206) para usarlo junto con rituximab en pacientes con linfoma no hodgkiniano que crece lentamente y que no ha respondido a tratamiento previo con rituximab o ha vuelto a aparecer
2014-004782-24	Ensayo clínico de fase II para evaluar la eficacia de PRM-151 en sujetos con fibrosis pulmonar idiopática (FPI)	Estudio para probar la seguridad del medicamento intravenoso PRM-151 y comprobar cómo el PRM-151 actúa en el cuerpo y la sangre de personas con Fibrosis Pulmonar Idiopática (FPI) - una enfermedad en la que el tejido pulmonar se daña y cicatriza haciendo difícil la respiración
2014-000774-18	Ensayo clínico de Fase III, aleatorizado, en doble ciego y controlado con placebo, de BBI608 más paclitaxel semanal frente a placebo más paclitaxel semanal en pacientes adultos con adenocarcinoma gástrico y de la unión gastro-esofágica avanzado, previamente tratado	El propósito de este estudio es determinar si es mejor recibir tratamiento con paclitaxel, una quimioterapia estándar, en combinación con un nuevo mendicamento, BBI608, o si es mejor recibir sólo paclitaxel para el cáncer de estómago y de la unión gastroesofágica. Para ello, la mitad de los pacientes recibirán paclitaxel y BBI608 y la otra mitad recibirán paclitaxel y un placebo (una substancia que es diseñada para no tener ningún efecto)
2014-001127-69	Ensayo clínico de fase III, multicéntrico, doble ciego, aleatorizado, controlado con un comparador activo para evaluar la seguridad y la eficacia de 100 mg de doravirina (MK-1439) una vez al día frente a 800 mg de darunavir una vez al día más 100 mg de ritonavir una vez al día, cada uno de ellos en combinación con TRUVADA™ o EPZICOM™/KIVEXA™, en sujetos infectados por el VIH-1 no tratados previamente	Estudio que investiga una nueva medicina, Doravirina, en pacientes diagnosticados con VIH-1 sin tratamiento previo para esta enfermedad. Ni el médico ni el paciente sabrá el grupo de tratamiento. Todos los pacientes serán tratados con Truvada o Epzicom/Kivexa, algunos de los pacientes serán tratados además con Doravirina, mientras que otros serán tratados además con Darunavir mas Ritonavir
2018-000363-91	Ensayo Clínico en fase II aleatorizado, doble ciego y controlado con placebo que compara CB-839 en combinación con cabozantinib (CB-Cabo) frente a placebo con cabozantinib (Pbo-Cabo) en pacientes con carcinoma de células renales (CCR) metastásico o avanzado	Ensayo Clínico en fase II aleatorizado, doble ciego y controlado con placebo que compara CB-839 en combinación con cabozantinib (CB-Cabo) frente a placebo con cabozantinib (Pbo-Cabo) en pacientes con carcinoma de células renales metastásico o avanzado. Randomizado: se asignará CB-839 o placebo al azar. 1 de cada 2 pacientes recibirá CB-839. Doble ciego: ni el participante ni el investigador saben a qué grupo está asignado el paciente. Todos los pacientes del estudio recibirán cabozantinib
2018-000138-37	Ensayo clínico en fase III para evaluar la eficacia analgésica y seguridad de una combinación de Paracetamol + Ibuprofeno en pacientes con dismenorrea primaria	Ensayo clínico en fase III para evaluar la eficacia analgésica y seguridad de una combinación de Paracetamol + Ibuprofeno en pacientes con dolor menstrual
2016-002718-32	Ensayo clínico en fase III, aleatorizado y sin enmascaramiento de BBI-608 más paclitaxel semanal en comparación con paclitaxel semanal en monoterapia en pacientes con cáncer de pulmón no microcítico, no escamoso, avanzado y previamente tratado	El estudio pretende ver como el producto en investigación (llamado BBI-608) funciona cuando es dado en combinación con Paclitaxel, un tratamiento quimioterápico, o si es mejor recibir Paclitaxel sólo para pacientes con cáncer de pulmón avanzado y previamente tratado. Para ello, la mitad de los pacientes en el estudio recibirán paclitaxel más BBI-608 mientras que la otra mitad recibirán Paclitaxel solo
2016-003352-67	Ensayo clínico fase 1/2 de un brazo para evaluar la seguridad y la eficacia del mesilato de eribulina en combinación con irinotecán en niños con tumores sólidos refractarios o recurrentes	Un ensayo de Fase 1 y 2 que estudia qué tal funciona la combinación de mesilato de eribulina e irinotecán en niña/os con diferentes tipos de cáncer que no responden al tratamiento o que han reaparecido después de una recuperación inicial. El objetivo del estudio es averiguar la seguridad y efectividad de la combinación de medicamentos en estos tipos de cáncer
2013-005487-26	Ensayo clínico fase 2b, aleatorizado, controlado con principio activo, doble ciego, para investigar la seguridad, eficacia y dosis-respuesta de BMS-955176, administrado con tenofovir/emtricitabina en adultos infectados por VIH-1 naive a tratamiento	Estudio para encontrar al menos una dosis de BMS-955176 que sea segura, eficaz y tolerada por adultos infectados por VIH-1 sin tratamiento previo
2014-003108-56	Ensayo Clínico Fase I para establecer la seguridad del uso de células mesenquimales troncales fetales alogénicas de cordón umbilical expandidas en pacientes prematuros con displasia broncopulmonar	Ensayo clínico para establecer la seguridad del uso de células madre indiferenciadas en pacientes prematuros con enfermedad pulmonar
2011-006254-85	Ensayo clínico fase I/II multicéntrico, aleatorizado, controlado con placebo, triple ciego para evaluar la seguridad, factibilidad y valoración de tendencia de eficacia de la administración intravenosa de la terapia con 3 dosis de células mesenquimales autólogas de tejido adiposo en pacientes con Esclerosis Lateral Amiotrófica (ELA) moderada a severa	Ensayo clínico para valorar la seguridad y eficacia de la administración de células derivadas de tejido graso del propio paciente para el tratamiento de Esclerosis Lateral Amiotrófica (ELA)
2017-002410-31	Ensayo clínico fase Ib/II sobre la combinación de glasdegib (inhibidor de la vía SHH) y temozolamida en pacientes con diagnóstico de novo de glioblastoma	Estudio para probar el uso de glasdegib y temozolamida en pacientes con tumor del sistema nervioso central (Glioblastoma)
